entity_name,category,txs_sent,usd_sent,txs_recieved,usd_recieved,Sent_Risk_Percentage,Recieved_Risk_Percentage
PrimeDice.com,dark market,8,423.93,8.0,369.97,0.02,0.02
PrimeDice.com,gambling,220,75959.13,218.0,99169.91,0.0,0.0
PrimeDice.com,high risk exchange,84,33123.7,26.0,15999.98,0.0,0.0
PrimeDice.com,hyip,11,8189.3,26.0,7863.8,0.0,0.0
PrimeDice.com,malware,2,1735.86,0.0,0.0,0.0,
PrimeDice.com,mixer,1,6705.91,0.0,0.0,0.0,
PrimeDice.com,ransomware,1,227.06,2.0,1892.99,0.0,0.0
PrimeTrust,criminal,3,37.4,0.0,0.0,0.08,
PrimeTrust,dark market,3,36.38,0.0,0.0,0.08,
PrimeTrust,gambling,330,7621.38,0.0,0.0,0.04,
PrimeTrust,high risk exchange,9,1534.36,0.0,0.0,0.01,
PrimeTrust,hyip,45,13285.79,0.0,0.0,0.0,
PrimeTrust,mixer,78,469449.21,0.0,0.0,0.0,
PrimeXBT,criminal,44,1123.02,23.0,83885.84,0.04,0.0
PrimeXBT,dark market,264,72604.78,0.0,0.0,0.0,
PrimeXBT,gambling,594,201105.46,276.0,138248.36,0.0,0.0
PrimeXBT,high risk exchange,616,237129.02,207.0,234573.17,0.0,0.0
PrimeXBT,hyip,66,51733.47,1472.0,219229.75,0.0,0.01
ProBit,criminal,136,48188.55,0.0,0.0,0.0,
ProBit,dark market,68,16373.7,18.0,2572.77,0.0,0.01
ProBit,gambling,493,246325.86,216.0,164395.16,0.0,0.0
ProBit,high risk exchange,1292,1613260.54,144.0,27795.26,0.0,0.01
ProBit,hyip,34,14187.65,414.0,74795.38,0.0,0.01
ProBit,mixer,17,23157.4,0.0,0.0,0.0,
ProBitEx,criminal,0,0.0,0.0,0.0,,
Purse.io,criminal,2,53.22,0.0,0.0,0.04,
Purse.io,gambling,9,2691.71,2.0,105.64,0.0,0.02
Purse.io,high risk exchange,26,19614.84,0.0,0.0,0.0,
Purse.io,mixer,1,11412.26,0.0,0.0,0.0,
QuadCoin,criminal,29,1945.53,0.0,0.0,0.01,
QuadCoin,dark market,4,252.53,0.0,0.0,0.02,
QuadCoin,gambling,127,6013.78,0.0,0.0,0.02,
QuadCoin,high risk exchange,30,20442.35,0.0,0.0,0.0,
QuadCoin,hyip,105,76702.14,0.0,0.0,0.0,
Quidax,criminal,1020,129840.77,5184.0,944895.38,0.01,0.01
Quidax,dark market,170,5672.38,0.0,0.0,0.03,
Quidax,gambling,136,3573.43,90.0,4623.77,0.04,0.02
Quidax,high risk exchange,1207,397284.25,18.0,1863.16,0.0,0.01
Quidax,hyip,1785,942895.88,21798.0,7154595.5,0.0,0.0
RakutenWallet,criminal,11,2359.34,0.0,0.0,0.0,
RakutenWallet,gambling,396,922169.76,552.0,1901129.86,0.0,0.0
RakutenWallet,high risk exchange,22,4863.64,0.0,0.0,0.0,
RakutenWallet,hyip,22,4017.81,0.0,0.0,0.01,
RakutenWallet,mixer,11,622.93,0.0,0.0,0.02,
Rekeningku,gambling,19,20270.84,104.0,15735.12,0.0,0.01
Rekeningku,high risk exchange,24,25102.44,0.0,0.0,0.0,
Rekeningku,hyip,1,34.97,6.0,443.35,0.03,0.01
Remitano,criminal,18462,7052734.89,13752.0,7666523.65,0.0,0.0
Remitano,dark market,14977,5196239.85,1350.0,221332.86,0.0,0.01
Remitano,gambling,11101,6055263.88,8946.0,7872231.22,0.0,0.0
Remitano,high risk exchange,20638,40296005.81,2934.0,5451994.21,0.0,0.0
Remitano,hyip,9758,8738373.36,152388.0,103344560.18,0.0,0.0
Remitano,mixer,102,22762.76,0.0,0.0,0.0,
RenVM,criminal,16,7977804.24,186.0,5100802.07,0.0,0.0
RenVM,dark market,62,17383.5,231.0,3313439.01,0.0,0.0
RenVM,gambling,88,1027875.38,69.0,23245300.89,0.0,0.0
RenVM,high risk exchange,448,9505190.53,54.0,775971.9,0.0,0.0
RenVM,mixer,566,23184818.53,33.0,19837769.88,0.0,0.0
RenVM,ransomware,4,35556.3,3.0,607.52,0.0,0.0
Ripio,criminal,48,7631.91,17.0,391.73,0.01,0.04
Ripio,dark market,32,1506.12,0.0,0.0,0.02,
Ripio,gambling,96,5537.82,5406.0,320245.69,0.02,0.02
Ripio,high risk exchange,160,27310.9,0.0,0.0,0.01,
Ripio,hyip,160,24787.19,289.0,26864.03,0.01,0.01
RoboForex,criminal,144,83633.17,0.0,0.0,0.0,
RoboForex,dark market,90,33399.65,0.0,0.0,0.0,
RoboForex,gambling,90,12510.54,0.0,0.0,0.01,
RoboForex,high risk exchange,4824,1885420.7,703.0,209756.75,0.0,0.0
RoboForex,hyip,1476,600185.21,19.0,443.74,0.0,0.04
RoboForex,ransomware,72,5301.01,0.0,0.0,0.01,
Roobet,criminal,98,29039.76,0.0,0.0,0.0,
Roobet,gambling,6024,2104888.82,4680.0,1745378.91,0.0,0.0
Roobet,high risk exchange,928,825351.78,21.0,2319.08,0.0,0.01
Roobet,hyip,1650,731359.23,20361.0,2781018.56,0.0,0.01
Roobet,mixer,22,104722.1,0.0,0.0,0.0,
RoyalCash,dark market,68,8633.07,18.0,6988.57,0.01,0.0
RoyalCash,high risk exchange,34,6170.62,0.0,0.0,0.01,
SBIVCTrade,criminal,15,4461.43,0.0,0.0,0.0,
SBIVCTrade,dark market,25,14092.96,0.0,0.0,0.0,
SBIVCTrade,gambling,330,130758.7,0.0,0.0,0.0,
SBIVCTrade,high risk exchange,35,737879.82,0.0,0.0,0.0,
SFOX,high risk exchange,100,701907.11,21.0,172311.0,0.0,0.0
SFOX,hyip,80,1369533.59,21.0,20801.38,0.0,0.0
STEX,criminal,102,489473.48,90.0,178493.4,0.0,0.0
STEX,dark market,102,24589.06,1008.0,1522328.47,0.0,0.0
STEX,gambling,34,25334.58,18.0,1919.85,0.0,0.01
STEX,high risk exchange,1054,1138050.15,486.0,313952.38,0.0,0.0
STEX,hyip,51,68231.94,180.0,18129.54,0.0,0.01
SafeTrade,criminal,19,3575.62,40.0,14019.48,0.01,0.0
SafeTrade,dark market,95,4469.3,0.0,0.0,0.02,
SafeTrade,gambling,76,10621.26,20.0,95927.4,0.01,0.0
SafeTrade,high risk exchange,456,174574.37,180.0,347048.12,0.0,0.0
SatoshiTango,dark market,48,1200.57,0.0,0.0,0.04,
SatoshiTango,gambling,400,49017.9,0.0,0.0,0.01,
SatoshiTango,high risk exchange,32,7948.43,0.0,0.0,0.0,
Sigen,criminal,51,17750.75,54.0,5276.23,0.0,0.01
Sigen,dark market,1428,416543.64,5616.0,2709950.51,0.0,0.0
Sigen,high risk exchange,2618,3599611.68,1548.0,1686186.35,0.0,0.0
Sigen,hyip,51,14254.5,396.0,60331.84,0.0,0.01
Sigen,ransomware,17,1135.2,0.0,0.0,0.01,
SimpleCoin.cz,criminal,58,6845.88,0.0,0.0,0.01,
SimpleCoin.cz,high risk exchange,2956,1290841.49,0.0,0.0,0.0,
SimpleFX,gambling,180,35816.44,16.0,150.34,0.01,0.11
SimpleFX,high risk exchange,225,128787.42,48.0,7434.78,0.0,0.01
SimpleFX,hyip,60,222285.24,2976.0,144429.42,0.0,0.02
Skilling,high risk exchange,8,1488.19,0.0,0.0,0.01,
Skilling,hyip,2,102.88,24.0,4443.35,0.02,0.01
Solarisbank,criminal,79,30824.84,4.0,1555.43,0.0,0.0
Solarisbank,dark market,81,13858.44,0.0,0.0,0.01,
Solarisbank,gambling,582,99770.54,572.0,286203.74,0.01,0.0
Solarisbank,high risk exchange,71,101739.07,58.0,33558.22,0.0,0.0
Solarisbank,hyip,155,285097.53,348.0,159433.84,0.0,0.0
Solarisbank,mixer,11,3596.46,0.0,0.0,0.0,
Solarisbank,ransomware,2,915.93,2.0,1425.69,0.0,0.0
Solidi,criminal,2,17.36,0.0,0.0,0.12,
Solidi,dark market,24,1895.55,0.0,0.0,0.01,
Solidi,high risk exchange,4,4870.81,0.0,0.0,0.0,
Solidi,hyip,2,1969.31,3.0,1876.92,0.0,0.0
SpectroCoin.com,criminal,88,6244.42,115.0,115455.16,0.01,0.0
SpectroCoin.com,gambling,66,12946.46,874.0,7601807.9,0.01,0.0
SpectroCoin.com,high risk exchange,66,892219.33,138.0,84692.93,0.0,0.0
Square,criminal,11804,1966868.0,1413.0,222069.92,0.01,0.01
Square,dark market,880,99698.45,321.0,55384.05,0.01,0.01
Square,gambling,21444,1766978.07,40230.0,9543081.25,0.01,0.0
Square,high risk exchange,2684,1346042.07,303.0,135414.76,0.0,0.0
Square,hyip,8544,2656574.51,35631.0,13096499.75,0.0,0.0
Square,mixer,118,60621.73,57.0,51280.64,0.0,0.0
Square,ransomware,24,11643.83,0.0,0.0,0.0,
Stake,criminal,66,29014.48,147.0,2127.9,0.0,0.07
Stake,dark market,114,20469.09,165.0,32614.69,0.01,0.01
Stake,gambling,5876,2286347.27,14328.0,5773648.18,0.0,0.0
Stake,high risk exchange,2444,2804427.7,3660.0,480557.97,0.0,0.01
Stake,hyip,3100,2385587.57,24657.0,5417982.11,0.0,0.0
Stake,malware,2,195.37,0.0,0.0,0.01,
Stake,mixer,32,212658.03,24.0,27439.99,0.0,0.0
Stake,ransomware,4,4640.72,6.0,1324.16,0.0,0.0
StakeCube,criminal,1824,581960.64,204.0,557232.24,0.0,0.0
StakeCube,dark market,432,90238.85,0.0,0.0,0.0,
StakeCube,gambling,672,193433.68,391.0,158710.44,0.0,0.0
StakeCube,high risk exchange,4400,3004042.96,1479.0,5587845.09,0.0,0.0
StakeCube,hyip,32,4278.78,187.0,25363.22,0.01,0.01
StakeCube,mixer,192,78543.62,17.0,12531.63,0.0,0.0
StakeCube,ransomware,96,9440.68,0.0,0.0,0.01,
StealthEx,criminal,4213,296341.47,0.0,0.0,0.01,
StealthEx,dark market,21450,2199101.47,0.0,0.0,0.01,
StealthEx,gambling,12749,3415169.89,0.0,0.0,0.0,
StealthEx,high risk exchange,34430,12077857.48,3108.0,198858291.41,0.0,0.0
StealthEx,hyip,2409,532614.93,0.0,0.0,0.0,
StealthEx,mixer,2420,3417620.85,0.0,0.0,0.0,
StealthEx,ransomware,11,1140.38,0.0,0.0,0.01,
StormGain,criminal,208,139123.57,765.0,11329.65,0.0,0.07
StormGain,dark market,288,83114.72,1326.0,220496.29,0.0,0.01
StormGain,gambling,464,153911.54,748.0,154578.87,0.0,0.0
StormGain,high risk exchange,784,707977.24,2142.0,2140098.87,0.0,0.0
StormGain,hyip,528,339909.5,3893.0,457755.28,0.0,0.01
StormGain,mixer,16,510.97,0.0,0.0,0.03,
Switchain,criminal,16,1716.34,0.0,0.0,0.01,
Switchain,high risk exchange,32,8869.5,0.0,0.0,0.0,
Switchain,mixer,16,1857.65,64.0,31929.87,0.01,0.0
Switchere,criminal,20,1418.61,0.0,0.0,0.01,
Switchere,dark market,15,4102.35,0.0,0.0,0.0,
Switchere,gambling,95,7372.58,30.0,9038.5,0.01,0.0
Switchere,high risk exchange,25,20886.09,0.0,0.0,0.0,
Switchere,hyip,5,963.43,6.0,22.03,0.01,0.27
Switchere,mixer,20,790.24,0.0,0.0,0.03,
TOKOK,high risk exchange,20,30732.85,0.0,0.0,0.0,
TheRockTrading.com,high risk exchange,98,145049.47,45.0,243029.06,0.0,0.0
TideBit,gambling,42,479496.76,15.0,16299.6,0.0,0.0
TideBit,hyip,14,27066.08,45.0,161614.41,0.0,0.0
TideBit,mixer,14,16261.01,0.0,0.0,0.0,
TideX,high risk exchange,170,11755.71,108.0,2789.69,0.01,0.04
TopExchange,criminal,85,70169.2,18.0,15832.28,0.0,0.0
TopExchange,dark market,21403,15054323.08,6678.0,6236006.36,0.0,0.0
TopExchange,gambling,612,258442.47,360.0,158247.97,0.0,0.0
TopExchange,high risk exchange,8670,6904513.27,2322.0,2832774.5,0.0,0.0
TopExchange,hyip,561,336694.3,1908.0,1306104.5,0.0,0.0
TopExchange,mixer,85,200723.48,18.0,14213.94,0.0,0.0
TopExchange,ransomware,17,9079.51,36.0,21116.95,0.0,0.0
Totalcoin,criminal,574,88187.01,42.0,24522.0,0.01,0.0
Totalcoin,dark market,35906,10746597.01,6102.0,2396744.65,0.0,0.0
Totalcoin,gambling,2714,324510.38,867.0,202329.22,0.01,0.0
Totalcoin,high risk exchange,20582,34965781.43,16146.0,12880968.99,0.0,0.0
Totalcoin,hyip,196,56299.44,1164.0,383176.87,0.0,0.0
Totalcoin,mixer,4,10692.54,9.0,747.73,0.0,0.01
Totalcoin,ransomware,66,18492.37,27.0,23160.96,0.0,0.0
TradeOgre,criminal,1080,1178547.08,133.0,24113.92,0.0,0.01
TradeOgre,dark market,4194,548749.36,4332.0,4020845.11,0.01,0.0
TradeOgre,gambling,4752,5580738.18,1007.0,1194750.32,0.0,0.0
TradeOgre,high risk exchange,10620,7542722.92,2299.0,933644.07,0.0,0.0
TradeOgre,hyip,288,208191.41,931.0,255890.83,0.0,0.0
TradeOgre,mixer,108,420541.65,0.0,0.0,0.0,
TradeOgre,ransomware,216,60116.26,19.0,179674.91,0.0,0.0
Trastra,criminal,38,26039.89,33.0,122431.48,0.0,0.0
Trastra,dark market,20,1863.14,33.0,2817.53,0.01,0.01
Trastra,gambling,718,252742.58,246.0,130537.96,0.0,0.0
Trastra,high risk exchange,48,59411.3,75.0,54170.82,0.0,0.0
Trastra,hyip,106,113331.61,276.0,64853.39,0.0,0.0
TrustDice,gambling,11,688.94,6.0,180.84,0.02,0.03
Txbit,gambling,16,1017.48,17.0,107631.56,0.02,0.0
Txbit,high risk exchange,16,1193.64,34.0,420.96,0.01,0.08
UnnamedExchange,criminal,16,5241.72,0.0,0.0,0.0,
UnnamedExchange,dark market,16,3929.21,0.0,0.0,0.0,
Upbit,criminal,4842,6837092.52,95.0,683163.55,0.0,0.0
Upbit,dark market,450,72893.51,0.0,0.0,0.01,
Upbit,gambling,4986,17828585.14,3895.0,3267842.08,0.0,0.0
Upbit,high risk exchange,1206,10485480.06,152.0,127449.74,0.0,0.0
Upbit,hyip,2484,4518910.53,494.0,3699136.88,0.0,0.0
Upbit,mixer,432,3747017.65,0.0,0.0,0.0,
Upbit,ransomware,90,288286.73,0.0,0.0,0.0,
Uphold.com,criminal,4879,1848497.32,360.0,525895.89,0.0,0.0
Uphold.com,dark market,2006,339480.15,54.0,4323.71,0.01,0.01
Uphold.com,gambling,58021,14146834.76,11574.0,6802700.59,0.0,0.0
Uphold.com,high risk exchange,41123,29019099.95,666.0,365846.49,0.0,0.0
Uphold.com,hyip,5372,6543802.02,2592.0,1504174.37,0.0,0.0
Uphold.com,mixer,272,117344.89,0.0,0.0,0.0,
Valr,criminal,4606,5464006.13,105.0,54518.29,0.0,0.0
Valr,dark market,280,14737.22,0.0,0.0,0.02,
Valr,gambling,2758,183719.3,2490.0,677080.55,0.02,0.0
Valr,high risk exchange,1442,3021031.37,225.0,47879.08,0.0,0.0
Valr,hyip,1400,489222.09,1905.0,1684127.03,0.0,0.0
Valr,mixer,42,58242.86,0.0,0.0,0.0,
Vaultoro.com,high risk exchange,17,15281.09,0.0,0.0,0.0,
Vaultoro.com,mixer,17,70456.08,0.0,0.0,0.0,
Veetcoin,hyip,0,0.0,0.0,0.0,,
VideForex,criminal,0,0.0,1304.0,70307.43,,0.02
VideForex,high risk exchange,14,10058.14,88.0,2461.55,0.0,0.04
Vilcov,dark market,56,21167.56,0.0,0.0,0.0,
Vilcov,gambling,104,94423.87,0.0,0.0,0.0,
Vilcov,high risk exchange,20,61244.21,0.0,0.0,0.0,
Vilcov,hyip,8,5565.3,0.0,0.0,0.0,
Vilcov,ransomware,4,2010.29,0.0,0.0,0.0,
ViteX,gambling,80,26808.59,17.0,13346.06,0.0,0.0
ViteX,high risk exchange,432,1530596.82,0.0,0.0,0.0,
ViteX,hyip,112,450883.02,51.0,6916.67,0.0,0.01
ViteX,mixer,32,283053.33,0.0,0.0,0.0,
VolaBit,criminal,85,26246.96,0.0,0.0,0.0,
VolaBit,dark market,119,23159.96,0.0,0.0,0.01,
VolaBit,high risk exchange,544,611824.52,0.0,0.0,0.0,
VolaBit,hyip,136,3107384.83,72.0,1514520.38,0.0,0.0
Voyager,criminal,676,648105.89,0.0,0.0,0.0,
Voyager,dark market,1014,198260.52,0.0,0.0,0.01,
Voyager,gambling,7670,5433328.56,0.0,0.0,0.0,
Voyager,high risk exchange,1183,5295405.92,0.0,0.0,0.0,
Voyager,hyip,949,2511169.67,0.0,0.0,0.0,
Voyager,mixer,39,475948.93,0.0,0.0,0.0,
WallBTC,high risk exchange,6,45843.11,0.0,0.0,0.0,
WalletofSatoshi,dark market,1,47.28,0.0,0.0,0.02,
WalletofSatoshi,hyip,1,99.23,0.0,0.0,0.01,
Waves,criminal,57,4308.86,7680.0,238914166.63,0.01,0.0
Waves,dark market,228,57578.19,960.0,1680377.72,0.0,0.0
Waves,gambling,361,2981934.41,320.0,2547106.69,0.0,0.0
Waves,high risk exchange,1482,27392397.51,700.0,2704857.44,0.0,0.0
Waves,hyip,19,2180.37,500.0,1133801.5,0.01,0.0
Waves,mixer,361,1742478.52,20.0,102483.54,0.0,0.0
Waves,ransomware,19,2496.46,20.0,1314.03,0.01,0.02
WazirX,criminal,2718,546323.74,551.0,30210.25,0.0,0.02
WazirX,dark market,1350,175468.28,76.0,35067.73,0.01,0.0
WazirX,gambling,13842,27671323.52,24396.0,20303187.23,0.0,0.0
WazirX,high risk exchange,4932,7356723.44,1197.0,670530.4,0.0,0.0
WazirX,hyip,2952,3097422.23,5909.0,1775767.92,0.0,0.0
WazirX,mixer,54,74702.82,38.0,19200.95,0.0,0.0
WebMoney,criminal,150,95768.75,21.0,9552.37,0.0,0.0
WebMoney,dark market,1218,249653.03,315.0,99048.89,0.0,0.0
WebMoney,gambling,480,43368862.04,441.0,70503959.06,0.0,0.0
WebMoney,high risk exchange,2040,40798229.61,1638.0,1081796.85,0.0,0.0
WebMoney,hyip,180,879017.69,3591.0,505128.97,0.0,0.01
WebMoney,mixer,54,771985.08,14.0,2831559.85,0.0,0.0
WebMoney,ransomware,6,453.47,14.0,12613.11,0.01,0.0
Wex.nz,high risk exchange,17,14141.98,18.0,7932.2,0.0,0.0
WhaleFin,gambling,55,10620.54,6.0,123.0,0.01,0.05
WhaleFin,high risk exchange,10,2650.67,0.0,0.0,0.0,
Whitebit,criminal,288,149872.27,285.0,270900.67,0.0,0.0
Whitebit,dark market,15390,18169810.68,1805.0,13235736.34,0.0,0.0
Whitebit,gambling,1134,233529957.31,1349.0,579918.95,0.0,0.0
Whitebit,high risk exchange,26712,149550394.7,26676.0,596539902.9,0.0,0.0
Whitebit,hyip,882,3443666.82,10089.0,4881148.32,0.0,0.0
Whitebit,mixer,648,7451251.78,38.0,681961.11,0.0,0.0
Whitebit,ransomware,162,2463752.42,95.0,137720.93,0.0,0.0
Windice,gambling,35,60382.83,74.0,95031.04,0.0,0.0
Windice,high risk exchange,3,2105.79,10.0,81.57,0.0,0.12
Windice,malware,1,304.35,0.0,0.0,0.0,
Wirexapp.com,criminal,608,226538.54,442.0,1165804.16,0.0,0.0
Wirexapp.com,dark market,160,35683.14,136.0,23842.8,0.0,0.01
Wirexapp.com,gambling,7232,1098733.2,11016.0,6426502.07,0.01,0.0
Wirexapp.com,high risk exchange,1024,468861.57,2550.0,4586132.26,0.0,0.0
Wirexapp.com,hyip,2640,2320284.96,10591.0,4184880.41,0.0,0.0
Wirexapp.com,mixer,48,66058.23,85.0,53234.08,0.0,0.0
Wirexapp.com,ransomware,48,15670.61,34.0,29737.48,0.0,0.0
Wyre,criminal,1680,237348.01,35.0,629.33,0.01,0.06
Wyre,dark market,488,31174.13,10.0,1346.62,0.02,0.01
Wyre,gambling,38608,2818406.71,5110.0,1341449.36,0.01,0.0
Wyre,high risk exchange,10108,5987950.32,215.0,50302.9,0.0,0.0
Wyre,hyip,1496,1297263.24,1245.0,291407.6,0.0,0.0
Wyre,mixer,260,123620.2,0.0,0.0,0.0,
XT,criminal,21,4282.95,0.0,0.0,0.0,
XT,dark market,63,2602.66,0.0,0.0,0.02,
XT,gambling,42,4692.23,0.0,0.0,0.01,
XT,high risk exchange,294,89966.73,0.0,0.0,0.0,
XT,hyip,21,830.13,0.0,0.0,0.03,
XT,mixer,42,7012.93,0.0,0.0,0.01,
Xapo.com,dark market,16,247.84,0.0,0.0,0.06,
Xapo.com,gambling,128,33203.15,289.0,603851.95,0.0,0.0
Xapo.com,high risk exchange,1568,2159366.74,0.0,0.0,0.0,
Xapo.com,hyip,96,27647.31,136.0,19782.15,0.0,0.01
Xcalibra,criminal,30,24884.01,0.0,0.0,0.0,
Xcalibra,high risk exchange,60,25841.61,0.0,0.0,0.0,
Xcalibra,hyip,15,6660.4,0.0,0.0,0.0,
Xeggex,criminal,2,357.9,0.0,0.0,0.01,
Xeggex,high risk exchange,2,27250.58,0.0,0.0,0.0,
Xplay,criminal,0,0.0,4.0,739.06,,0.01
YChanger,dark market,4288,529841.68,221.0,127511.45,0.01,0.0
YChanger,gambling,16,1171.31,0.0,0.0,0.01,
YChanger,high risk exchange,384,87677.61,34.0,172.53,0.0,0.2
YChanger,hyip,16,2309.16,85.0,5729.53,0.01,0.01
YoBit.net,criminal,36,641.33,152.0,62807.78,0.06,0.0
YoBit.net,dark market,1260,1923521.28,22477.0,32699641.15,0.0,0.0
YoBit.net,gambling,324,391027.39,342.0,436298.7,0.0,0.0
YoBit.net,high risk exchange,4932,41254434.92,2337.0,3704507.4,0.0,0.0
YoBit.net,hyip,108,4945684.92,361.0,31512.88,0.0,0.01
YoBit.net,ransomware,72,162627.32,0.0,0.0,0.0,
YouHodler,criminal,66,35521.2,36.0,37587.91,0.0,0.0
YouHodler,dark market,99,15781.87,0.0,0.0,0.01,
YouHodler,gambling,1155,494059.49,1572.0,807381.84,0.0,0.0
YouHodler,high risk exchange,781,876817.0,36.0,809.91,0.0,0.04
YouHodler,hyip,132,1266980.09,312.0,520729.34,0.0,0.0
YouHodler,mixer,22,17376.1,0.0,0.0,0.0,
YoungPlatform,criminal,26,4353.5,0.0,0.0,0.01,
YoungPlatform,dark market,13,464.51,0.0,0.0,0.03,
YoungPlatform,gambling,1196,181386.37,378.0,272689.64,0.01,0.0
YoungPlatform,high risk exchange,572,192997.96,0.0,0.0,0.0,
YoungPlatform,hyip,78,108095.66,70.0,8495.56,0.0,0.01
YoungPlatform,mixer,13,4643.53,0.0,0.0,0.0,
ZBgroup,criminal,6,3509.73,3.0,26302.17,0.0,0.0
ZBgroup,dark market,4,195.23,60.0,51401.42,0.02,0.0
ZBgroup,gambling,22,93852.01,15.0,4122.84,0.0,0.0
ZBgroup,high risk exchange,20,32940.55,6.0,19446.67,0.0,0.0
ZBgroup,hyip,2,256.51,15.0,4759.29,0.01,0.0
Zaif,criminal,20,6067.1,21.0,131397.88,0.0,0.0
Zaif,dark market,40,56570.04,0.0,0.0,0.0,
Zaif,gambling,460,525669.19,147.0,1387199.07,0.0,0.0
Zaif,high risk exchange,60,589490.77,21.0,5172.59,0.0,0.0
Zipmex,high risk exchange,26,24290.57,0.0,0.0,0.0,
Zipmex,hyip,39,190478.9,14.0,103.91,0.0,0.13
ZondaGlobal,criminal,108,72352.8,14.0,206357.73,0.0,0.0
ZondaGlobal,dark market,48,15871.47,7.0,675.0,0.0,0.01
ZondaGlobal,gambling,432,65657.37,1197.0,354246.4,0.01,0.0
ZondaGlobal,high risk exchange,642,1077238.59,161.0,88524.16,0.0,0.0
ZondaGlobal,hyip,288,426330.03,371.0,185417.76,0.0,0.0
ZondaGlobal,mixer,6,1066.73,0.0,0.0,0.01,
Zoomex,gambling,4,239.2,0.0,0.0,0.02,
eBitpoint,criminal,70,4054.36,0.0,0.0,0.02,
eBitpoint,dark market,90,4104.53,0.0,0.0,0.02,
eBitpoint,hyip,100,3041.14,44.0,11651.14,0.03,0.0
eMoney,criminal,4,2172.73,0.0,0.0,0.0,
eMoney,dark market,6,692.45,2.0,8.71,0.01,0.23
eMoney,gambling,88,20777.85,96.0,42995.28,0.0,0.0
eMoney,high risk exchange,20,7419.88,80.0,36523.9,0.0,0.0
eMoney,hyip,2,193.67,76.0,10713.03,0.01,0.01
eMoney,ransomware,2,328.64,0.0,0.0,0.01,
qTrade,dark market,54,4413.24,0.0,0.0,0.01,
qTrade,high risk exchange,108,34618.53,0.0,0.0,0.0,
qTrade,mixer,126,438383.35,0.0,0.0,0.0,
vbtc,high risk exchange,15,14114.7,0.0,0.0,0.0,
wBTCb,dark market,4,142.59,0.0,0.0,0.03,
wBTCb,gambling,64,25271.32,138.0,1002956.39,0.0,0.0
wBTCb,high risk exchange,24,54440.05,9.0,12020.64,0.0,0.0
wBTCb,hyip,8,12739.05,24.0,5196.26,0.0,0.0
